ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
189,A,Ship,2,5,139,3,low,F,27,1233
8819,C,Ship,4,5,234,5,low,F,2,1087
2886,F,Flight,4,1,253,3,low,M,36,2591
6910,B,Ship,6,4,299,4,low,F,9,1817
3696,F,Flight,3,1,129,3,medium,M,9,5296
727,D,Ship,4,2,214,3,low,F,18,2574
2272,B,Ship,4,1,113,3,low,F,60,1200
8096,F,Flight,4,2,266,5,medium,M,3,4578
7604,F,Ship,4,1,240,4,medium,M,7,4818
449,C,Ship,3,1,183,3,low,M,19,3018
7160,F,Ship,3,4,177,4,medium,F,3,1148
1887,A,Ship,3,4,178,2,low,F,35,1183
3866,F,Ship,3,4,209,3,medium,M,2,4976
9985,D,Road,6,3,235,3,low,F,7,4829
3743,C,Ship,4,5,231,3,low,M,4,5089
1803,A,Ship,3,5,249,2,low,F,26,2029
3496,B,Ship,4,1,134,2,medium,F,7,5967
5141,C,Ship,4,5,231,4,medium,M,9,5528
7228,B,Ship,5,5,149,3,medium,M,9,5979
8632,B,Flight,5,3,232,5,low,F,1,1835
3041,C,Ship,3,2,149,3,medium,F,64,1920
4297,D,Ship,3,4,268,2,medium,F,4,1442
7064,F,Ship,3,3,179,3,low,F,9,4459
7829,C,Ship,3,4,221,3,low,M,10,4927
2502,F,Ship,2,1,252,2,low,M,35,2526
1868,F,Ship,4,3,163,3,low,M,52,1891
4619,C,Ship,3,4,171,3,low,F,5,5872
842,F,Ship,3,2,140,2,low,F,16,1685
4605,A,Ship,3,1,171,2,medium,F,6,5704
10836,F,Flight,5,4,143,2,low,F,8,5291
5488,B,Flight,5,5,169,4,low,F,2,4188
4310,F,Ship,3,5,142,2,low,F,8,4914
6380,F,Ship,5,3,266,3,low,M,4,4969
3868,B,Ship,4,3,218,2,medium,M,6,4414
8337,A,Road,5,2,221,6,medium,M,2,1781
13,D,Flight,3,5,198,3,medium,F,1,3667
41,C,Ship,5,1,227,2,low,M,15,3798
9801,A,Ship,5,5,135,4,low,M,8,5029
9547,D,Ship,3,2,189,2,low,M,6,4488
3475,D,Ship,2,2,161,5,medium,M,3,4138
8805,A,Ship,4,5,208,2,low,F,4,5831
4659,A,Flight,6,3,233,6,low,F,9,4814
5594,F,Road,3,2,180,2,high,M,10,4024
3116,F,Ship,4,4,134,3,low,F,14,1716
7199,C,Ship,6,4,291,4,low,F,5,1112
3405,A,Road,5,5,232,4,low,M,3,5447
7255,D,Road,3,2,229,3,low,M,2,4447
6283,D,Road,6,2,251,4,medium,F,9,1322
6915,A,Ship,5,2,226,5,medium,M,5,1659
2340,F,Flight,5,1,198,2,medium,F,37,3025
9263,C,Ship,3,3,160,3,low,M,1,4769
2079,A,Ship,3,5,271,4,low,F,10,1679
3045,A,Ship,4,4,243,3,low,M,10,3327
3010,B,Flight,5,4,147,6,medium,F,21,1145
10660,B,Road,4,4,259,5,low,F,5,1065
4686,F,Ship,4,3,195,2,low,M,8,4576
4004,F,Ship,2,2,158,3,medium,F,2,4153
6415,D,Road,5,2,168,2,low,F,10,5225
10233,A,Ship,3,3,262,2,low,F,10,5951
7290,F,Ship,5,3,202,2,low,F,6,5716
4163,C,Ship,5,5,265,3,low,M,6,4423
3097,D,Ship,2,3,188,2,high,M,25,2033
8521,D,Ship,3,5,191,4,low,M,4,4008
8959,D,Ship,4,2,261,2,medium,F,4,5926
5985,A,Ship,4,5,198,7,medium,M,9,4249
4388,F,Flight,5,2,165,3,medium,F,10,5598
2506,B,Ship,3,4,138,6,medium,M,5,1853
6371,C,Ship,5,3,179,3,low,F,3,4131
1874,F,Ship,3,4,180,3,low,F,52,1727
5685,A,Ship,3,1,212,3,medium,M,10,5759
9952,B,Ship,6,4,288,4,medium,F,9,1575
6472,B,Ship,4,4,266,3,low,M,3,5531
2624,F,Ship,4,1,152,3,high,M,26,1464
6796,B,Ship,3,4,178,8,medium,F,6,4146
418,B,Flight,5,5,133,3,low,M,63,1218
9548,F,Ship,3,2,153,4,high,M,7,4750
4008,F,Ship,5,2,229,3,low,M,1,5189
5502,F,Ship,6,2,285,4,medium,M,6,1016
9097,D,Ship,3,3,219,6,low,M,10,1116
3058,B,Ship,5,5,257,4,medium,M,31,2040
6307,D,Flight,5,3,221,5,low,F,2,1630
1329,A,Ship,5,1,201,3,medium,F,65,2488
6799,D,Ship,4,3,172,3,medium,F,10,5434
2181,A,Road,4,1,242,3,high,M,47,3489
7511,C,Road,7,1,282,4,low,F,2,1566
8759,C,Road,4,4,141,3,low,M,10,4289
5717,C,Ship,5,1,250,4,medium,M,10,5306
1839,A,Ship,4,1,253,3,low,M,31,3632
4983,A,Ship,3,3,262,7,high,F,9,5097
8915,C,Flight,6,3,276,4,low,M,6,1670
58,B,Ship,3,3,193,3,medium,F,29,3453
392,F,Road,4,1,178,3,medium,F,63,1573
2525,C,Ship,4,2,191,3,high,M,3,2353
3890,F,Ship,3,1,202,2,medium,F,7,4506
2819,C,Ship,3,1,164,3,medium,F,9,1803
9193,D,Flight,7,1,280,5,low,M,10,1199
3518,F,Ship,4,5,254,3,low,M,1,4377
8615,C,Road,6,3,260,4,low,M,4,1358
9873,A,Flight,3,5,161,3,low,F,4,5629
7833,A,Ship,5,4,265,2,low,F,2,5164
4099,D,Road,3,2,250,3,medium,F,4,5361
3403,D,Road,5,1,180,3,low,F,2,5013
2826,F,Ship,3,3,225,2,medium,M,55,2259
2895,A,Ship,3,4,98,2,low,F,32,1539
7325,C,Ship,3,1,212,2,medium,M,7,5022
8857,D,Ship,4,1,211,7,high,M,4,4476
1338,F,Ship,3,4,165,4,medium,F,7,1627
8473,D,Road,3,3,227,3,medium,M,3,5644
5128,B,Ship,4,5,270,3,medium,F,2,5272
5546,F,Ship,4,3,232,3,medium,F,8,5298
1196,F,Ship,5,5,167,8,low,M,44,1547
9686,F,Ship,6,3,262,4,low,F,5,1563
3948,F,Road,4,2,202,3,low,M,9,4955
5412,F,Ship,4,4,246,3,low,M,2,5473
2835,A,Ship,4,5,149,6,medium,M,40,1974
7906,B,Ship,3,2,139,3,medium,M,4,5531
7980,F,Ship,4,4,272,2,low,M,7,4042
8076,F,Road,4,1,198,4,medium,F,9,5382
9416,F,Ship,4,4,275,5,medium,M,5,1117
8937,A,Ship,4,3,225,5,medium,M,3,1224
9468,F,Flight,3,4,191,3,medium,F,10,4667
4753,D,Ship,3,4,272,8,high,F,10,4070
7471,D,Ship,4,1,242,6,low,M,8,1419
5020,B,Ship,6,4,291,4,low,F,5,1327
5302,B,Ship,5,4,244,3,medium,F,3,4015
270,F,Flight,4,5,208,3,medium,M,23,2056
1684,B,Ship,3,3,250,3,medium,M,9,2752
2307,A,Road,3,5,209,2,low,M,33,2603
10797,A,Road,3,5,156,4,low,F,6,1015
9551,C,Ship,6,5,204,3,medium,M,7,4119
996,F,Ship,4,2,141,2,medium,M,52,1012
7869,A,Ship,2,1,202,2,medium,F,5,4456
3019,D,Flight,4,5,219,2,medium,F,21,3830
8249,C,Ship,3,4,209,2,high,M,10,4540
303,A,Ship,3,4,241,2,low,M,57,3671
6595,D,Ship,6,2,267,4,medium,F,1,1935
8027,C,Ship,6,3,252,2,low,M,1,1756
220,B,Ship,3,5,270,3,low,M,60,3885
9456,F,Flight,4,2,270,5,low,F,5,1747
8425,D,Ship,3,3,160,4,medium,F,7,5147
9537,A,Ship,3,2,222,4,medium,M,10,5720
4384,B,Flight,3,3,150,2,medium,M,3,5836
330,F,Ship,4,5,243,4,medium,F,41,2782
10480,B,Ship,4,1,276,5,low,F,2,1246
4073,C,Ship,5,3,243,2,low,F,9,4828
9376,B,Ship,4,1,233,6,medium,F,2,5406
2513,C,Ship,3,5,178,3,low,F,39,1498
5149,D,Ship,5,3,241,3,low,F,2,5587
3126,F,Road,4,4,197,3,medium,F,41,3280
2363,C,Ship,3,4,164,3,high,F,55,1293
1387,D,Flight,3,1,180,3,low,F,29,1414
10229,C,Ship,3,1,238,2,low,M,9,5158
4010,F,Ship,5,1,185,2,medium,F,10,5973
2296,B,Ship,4,2,223,3,medium,F,56,3158
10096,B,Ship,4,5,243,3,low,M,9,5263
1296,F,Ship,5,3,185,3,low,M,25,2503
8768,F,Flight,4,4,209,6,low,F,7,4852
3287,C,Flight,4,5,221,3,low,F,6,5895
3581,C,Ship,2,3,154,3,medium,M,3,4478
3317,C,Ship,3,5,132,2,low,M,10,4462
5099,C,Ship,5,5,240,2,low,F,7,4409
2888,F,Flight,3,1,164,2,low,F,39,1532
7741,D,Ship,6,1,254,4,low,F,2,1071
3294,F,Flight,5,2,257,4,medium,M,9,5088
7797,A,Road,4,4,251,2,low,M,2,4800
4825,D,Ship,5,1,285,4,medium,F,10,1428
6790,B,Ship,4,4,207,10,low,F,1,4602
10293,A,Ship,4,2,210,3,medium,F,10,5354
5483,C,Flight,5,4,217,2,medium,M,4,4380
423,A,Flight,3,2,141,3,low,M,7,1933
2134,B,Ship,3,3,186,3,medium,M,49,2356
6151,D,Road,4,3,179,3,low,F,3,5495
2337,A,Flight,2,2,242,6,low,F,63,3144
9818,F,Ship,4,4,207,3,medium,F,1,4019
5403,A,Ship,4,5,142,2,medium,F,7,4594
226,B,Ship,5,4,255,4,medium,F,38,2771
8487,A,Road,4,4,206,3,low,M,2,5572
4232,F,Road,4,5,194,2,low,F,1,5300
8635,D,Flight,7,5,269,4,medium,M,2,1592
8540,F,Ship,5,4,211,3,low,M,9,4908
9185,C,Flight,4,3,219,5,low,F,8,1702
852,F,Ship,4,5,170,2,low,F,57,1533
9512,F,Ship,4,5,171,3,low,F,10,4752
163,D,Ship,4,1,261,4,low,F,58,3427
1176,F,Ship,3,1,263,3,low,M,25,3689
7812,F,Flight,5,4,228,4,high,F,7,5913
2231,C,Ship,4,3,158,2,low,M,46,1374
3992,F,Ship,3,4,211,3,low,F,6,5890
10486,B,Ship,4,2,259,6,medium,M,8,1096
2434,B,Ship,3,2,245,3,medium,M,13,3775
6972,F,Road,3,5,151,2,medium,M,8,4408
10367,C,Ship,4,3,160,2,low,M,9,5940
1554,F,Ship,4,2,190,2,medium,F,6,3595
2508,F,Ship,3,1,183,2,low,M,58,3027
7443,A,Ship,4,1,146,8,low,M,7,4576
218,F,Ship,4,4,176,4,high,F,63,1293
5391,A,Ship,4,2,137,2,medium,F,2,5804
7901,C,Ship,5,1,179,2,low,M,8,5198
9808,B,Ship,4,2,242,6,medium,F,10,5655
8595,A,Ship,2,4,245,2,medium,F,10,5389
6462,F,Ship,2,1,285,5,low,M,4,5759
10793,C,Ship,6,1,260,3,low,F,4,1338
9651,A,Ship,6,1,117,7,medium,F,4,4211
1920,F,Flight,3,3,161,3,low,F,24,1920
6229,D,Ship,6,2,269,4,low,M,6,1073
10375,D,Ship,4,1,258,3,low,F,10,4906
1438,B,Ship,4,3,153,3,medium,M,2,1095
10472,F,Ship,4,3,233,5,low,M,4,1668
797,C,Road,4,4,248,4,low,F,49,2322
3750,F,Ship,4,4,273,2,low,M,9,5151
9747,A,Ship,4,5,196,3,low,F,4,5610
3988,B,Flight,3,5,257,2,low,M,2,5251
3049,D,Ship,4,3,141,4,medium,F,38,1599
5056,B,Road,5,3,267,3,medium,F,8,5786
2883,A,Flight,3,1,105,3,low,M,58,1304
4338,F,Ship,3,2,160,3,low,F,4,4683
10517,C,Ship,3,4,154,2,high,F,2,4998
9102,F,Ship,5,3,223,5,medium,M,4,1817
5388,F,Ship,5,2,226,3,medium,M,6,4700
3428,F,Flight,4,3,148,5,medium,F,6,4802
10112,F,Road,4,4,258,3,high,M,2,5420
6296,F,Road,4,3,240,5,medium,F,5,1301
395,C,Road,3,2,272,2,low,M,33,2321
6914,F,Ship,5,5,256,5,medium,M,2,1693
9308,F,Road,6,5,167,3,low,F,2,5761
8717,C,Ship,5,5,198,3,low,F,5,4754
531,A,Road,3,2,237,2,high,M,26,3103
4600,B,Ship,5,3,223,2,medium,F,9,5735
6747,A,Ship,4,5,202,3,medium,M,8,5416
6733,D,Ship,4,5,162,3,medium,F,10,4850
6707,C,Road,3,1,182,3,low,M,2,5760
3445,D,Ship,2,2,240,5,low,M,7,4138
3298,B,Flight,3,3,205,2,medium,M,6,4989
10396,B,Road,3,2,286,6,high,F,1,5035
10922,F,Ship,5,1,234,5,medium,F,9,1932
10882,B,Ship,3,2,123,4,low,F,10,5891
2373,A,Ship,2,3,129,3,low,M,50,1111
7078,B,Ship,4,1,192,4,high,M,5,4142
1678,B,Ship,5,1,234,3,medium,M,40,3340
9800,F,Ship,4,2,170,2,low,M,3,4299
1628,F,Road,4,2,104,7,medium,F,46,1438
2187,A,Road,3,4,202,3,medium,M,28,3707
5934,F,Ship,3,1,183,2,medium,F,10,4598
2809,D,Ship,3,2,146,4,low,M,13,1790
4542,F,Ship,6,2,247,4,low,F,3,1752
5016,F,Ship,2,3,151,4,low,F,3,1353
1790,F,Flight,5,2,231,4,medium,M,41,2992
10037,C,Ship,4,5,240,5,medium,M,8,4314
8411,C,Ship,3,3,241,2,high,M,2,4836
9835,D,Ship,3,4,248,3,medium,M,7,5299
394,B,Road,5,4,169,2,low,F,20,1765
9385,D,Ship,4,1,184,7,medium,F,6,4956
7169,C,Ship,5,3,266,5,medium,F,2,1510
1534,B,Ship,3,1,171,3,medium,M,28,1075
7300,B,Ship,5,4,250,4,low,M,2,4183
1427,C,Ship,6,3,294,4,low,M,52,1667
5631,A,Flight,5,5,175,6,medium,F,2,4995
5628,F,Flight,4,3,248,2,medium,F,2,4700
1645,D,Flight,3,2,181,3,medium,M,45,3786
90,F,Ship,4,1,186,4,medium,F,57,3880
2756,F,Flight,4,4,173,3,medium,F,64,1847
3487,D,Ship,3,4,201,3,low,F,6,5722
509,C,Ship,4,5,192,2,medium,F,36,2497
1973,C,Ship,4,5,243,2,low,M,19,2829
1930,B,Flight,2,5,193,5,medium,F,13,2882
9099,A,Ship,6,5,298,4,medium,F,5,1804
5696,F,Ship,4,2,175,3,medium,M,7,4874
2673,A,Ship,4,1,251,4,medium,F,33,2906
10001,C,Flight,4,1,234,2,medium,F,4,5164
7353,A,Ship,5,1,163,3,medium,F,1,5194
984,F,Ship,5,4,133,3,low,M,9,1051
195,A,Ship,4,2,270,4,low,F,46,1736
10104,F,Ship,4,3,212,2,low,M,8,5513
10402,B,Road,4,2,187,3,high,F,5,4897
7517,C,Road,5,4,228,5,low,M,5,1844
10195,D,Ship,6,4,310,4,medium,M,1,1494
2509,D,Ship,3,5,190,10,medium,M,26,3244
7977,A,Ship,3,4,242,10,high,M,5,4127
9351,A,Ship,6,4,286,4,medium,F,1,1570
7115,C,Road,4,4,245,4,medium,F,6,5051
2787,A,Ship,3,5,206,3,medium,M,21,3746
1100,F,Flight,4,3,163,2,low,F,12,1092
5798,F,Ship,3,1,183,3,medium,M,7,5849
6422,F,Road,4,2,150,4,low,F,1,5922
9819,A,Ship,3,1,144,2,medium,M,8,5378
4015,D,Ship,4,1,234,3,low,F,8,4996
5381,C,Ship,4,5,228,2,low,F,4,4783
9910,B,Ship,6,2,245,4,low,F,9,1594
8534,F,Ship,5,4,271,2,medium,F,6,4801
8874,F,Ship,7,1,307,4,low,M,2,1983
9423,A,Ship,2,1,181,5,medium,M,3,1038
1135,D,Ship,4,1,177,4,low,F,13,1569
9566,F,Road,4,4,153,2,low,F,8,4248
4058,F,Ship,2,1,166,3,medium,M,6,4280
2177,C,Road,4,3,163,3,low,F,45,1395
6435,A,Flight,4,2,238,2,medium,F,9,4937
7598,F,Ship,5,4,201,3,low,F,5,5137
1258,B,Ship,3,5,219,3,low,F,54,3145
548,F,Flight,5,4,245,5,low,M,6,3592
7129,D,Flight,3,3,203,3,medium,F,3,4196
2145,A,Ship,3,5,237,3,low,M,55,2451
7637,C,Ship,3,4,162,4,medium,M,10,4235
6977,C,Road,6,5,148,4,low,M,1,5216
1535,C,Ship,3,5,169,2,low,F,20,1021
7710,F,Ship,5,3,242,5,medium,F,5,1820
5607,A,Road,5,2,135,2,medium,M,4,5405
2208,F,Flight,3,3,160,2,medium,F,32,1718
7862,F,Ship,4,2,255,3,low,F,8,5865
10827,A,Flight,4,5,167,2,low,F,10,5067
2664,F,Ship,4,4,151,2,low,F,38,1001
3967,D,Road,4,3,178,2,medium,F,9,4322
4564,B,Ship,6,2,274,4,medium,M,8,1626
9063,A,Ship,4,4,251,4,low,F,10,5984
7181,C,Ship,7,5,278,4,low,F,5,1126
5539,D,Ship,6,2,257,4,low,F,4,1929
10553,C,Flight,3,1,185,2,medium,F,9,4316
5889,A,Flight,5,2,162,4,medium,M,7,5477
1320,F,Ship,4,3,205,3,medium,F,44,2291
3104,F,Ship,3,5,159,3,low,M,46,1857
10226,F,Ship,4,2,242,6,low,F,10,1531
4743,A,Ship,3,5,267,2,high,M,2,5062
10588,B,Ship,3,5,166,3,medium,F,9,5275
9395,C,Ship,3,1,193,10,high,F,1,4459
5541,A,Ship,4,4,200,2,low,M,5,5783
1937,C,Ship,3,5,199,2,low,M,46,2728
7272,F,Flight,4,2,220,2,medium,M,5,5864
5536,B,Ship,7,1,244,5,medium,F,3,1418
4445,C,Ship,2,2,150,2,medium,F,9,4917
2365,D,Ship,3,2,164,4,medium,M,2,1701
10718,F,Ship,4,3,225,5,low,F,10,1310
468,F,Ship,4,4,173,5,medium,F,2,1175
5961,A,Ship,6,1,250,4,low,M,10,1623
2987,C,Ship,5,1,236,3,medium,F,10,1347
5524,B,Ship,4,1,218,5,low,F,5,1238
5511,A,Ship,6,2,305,4,low,M,8,1015
5162,F,Ship,4,3,130,3,medium,F,3,4317
5280,F,Ship,6,3,248,4,low,F,6,1997
1893,A,Road,5,1,247,10,medium,F,57,2377
6127,D,Ship,3,4,240,3,medium,M,8,4410
6265,D,Ship,6,4,244,4,medium,F,1,1179
2072,F,Flight,3,1,153,2,medium,F,51,1841
8576,F,Ship,3,1,269,8,medium,F,4,4290
1267,D,Ship,4,2,221,2,low,F,13,3097
9074,F,Ship,3,1,249,2,medium,M,9,5987
4976,F,Ship,4,2,194,8,medium,M,10,5995
463,D,Ship,3,4,244,8,low,M,1,2703
10883,C,Ship,5,2,244,2,medium,F,4,4992
10441,D,Ship,4,4,187,3,high,M,6,4567
3125,C,Road,5,4,177,2,medium,F,45,1664
8317,D,Ship,6,5,263,4,low,M,10,1669
2634,F,Ship,3,4,229,6,medium,F,33,2815
5175,A,Ship,5,3,266,3,medium,F,4,4195
10492,B,Ship,4,5,248,3,low,M,7,5853
9769,D,Ship,4,3,167,3,high,F,4,6000
750,F,Ship,4,5,185,3,medium,M,17,2824
5825,C,Ship,3,4,267,3,high,F,2,5204
5648,F,Ship,6,5,273,5,medium,M,10,5756
3056,F,Ship,4,2,247,5,medium,F,17,3630
4341,A,Ship,5,3,222,3,low,F,6,4744
4499,C,Road,3,4,269,2,medium,M,6,5951
932,F,Ship,3,2,135,3,low,M,27,1898
2632,B,Ship,5,3,167,3,low,F,5,1772
9498,F,Ship,4,3,258,3,medium,F,7,4887
1428,F,Ship,4,5,158,4,low,F,4,1595
3749,C,Ship,3,4,250,2,medium,M,1,4922
995,C,Ship,5,1,259,3,high,F,37,3023
8273,C,Ship,7,4,290,4,low,F,10,1886
6716,F,Flight,6,4,221,5,medium,M,8,4511
9913,D,Ship,6,1,268,4,medium,M,10,1958
5927,C,Ship,6,3,202,3,low,F,5,4930
5851,D,Ship,2,4,114,5,high,F,5,5334
8210,F,Road,4,3,152,4,medium,F,4,5809
6646,B,Ship,6,2,168,2,low,M,3,5853
2921,C,Ship,5,3,157,4,low,M,1,1306
1879,D,Ship,3,1,136,2,medium,F,61,1509
3899,C,Ship,4,4,155,2,medium,F,9,4932
3903,A,Ship,5,3,231,3,medium,F,2,4735
3549,A,Road,4,5,168,4,medium,M,5,5735
8974,B,Ship,5,1,160,4,medium,M,5,5841
1314,F,Ship,2,5,186,2,low,M,17,3896
6574,B,Flight,4,4,223,5,medium,M,4,1344
132,F,Road,3,4,144,3,low,M,50,1865
8047,D,Ship,6,2,256,4,low,F,6,1507
6944,F,Ship,3,3,253,2,low,M,5,4112
5925,A,Ship,4,2,272,2,low,F,1,5939
5767,D,Flight,6,1,249,4,medium,M,2,1189
2605,D,Flight,3,3,203,3,medium,M,29,3261
3280,B,Road,3,2,243,2,low,F,5,4769
6294,F,Road,5,2,222,5,low,F,1,1672
1006,B,Ship,5,1,271,2,high,M,46,2744
4227,A,Road,4,1,166,2,low,F,6,5737
8474,F,Road,3,2,257,3,medium,M,2,5486
4670,F,Flight,4,4,224,5,low,F,9,4902
10664,F,Road,5,4,262,6,low,M,3,1700
7578,F,Ship,5,3,236,4,medium,M,7,4308
962,F,Flight,3,3,179,2,low,F,62,1765
10287,A,Flight,6,2,196,2,low,M,10,5180
2354,F,Ship,3,2,264,3,medium,F,43,3439
8848,B,Ship,4,3,224,3,medium,F,6,5054
1649,C,Flight,3,5,121,3,low,F,10,1701
5723,C,Ship,6,3,266,4,medium,M,8,1983
2051,C,Flight,5,4,180,2,low,M,52,1122
2857,D,Road,2,3,128,2,medium,F,53,1530
8026,B,Ship,7,3,286,4,low,F,5,1866
3407,C,Road,3,2,272,3,low,M,2,4459
10894,B,Ship,4,2,211,3,low,M,4,5989
6218,F,Ship,6,4,244,4,low,M,1,1130
243,A,Ship,2,2,135,3,low,M,58,1734
2760,F,Ship,3,1,206,3,medium,M,28,2892
10629,A,Ship,3,3,228,2,low,M,5,4470
9703,D,Road,6,3,264,4,medium,F,3,1498
4092,F,Road,4,2,277,5,medium,F,8,1335
1608,F,Ship,3,3,233,3,medium,M,35,2204
3841,D,Flight,4,2,153,2,medium,F,4,4069
3836,F,Flight,3,5,220,4,low,M,2,4313
8255,C,Ship,3,4,245,3,medium,F,7,5429
8112,F,Ship,3,3,217,4,medium,F,3,5602
10273,D,Flight,4,4,160,3,medium,M,5,4440
9430,B,Road,4,2,274,5,low,F,8,1246
6711,A,Flight,4,3,238,2,medium,F,2,5328
96,F,Ship,2,3,235,3,low,M,57,2034
2745,A,Flight,6,4,249,5,medium,M,43,3078
3161,C,Flight,3,3,123,5,medium,F,5,4292
1261,D,Ship,5,3,197,2,low,F,12,3400
10046,F,Ship,5,4,240,4,medium,M,7,4552
8832,F,Ship,5,5,245,5,low,M,5,1381
6108,F,Ship,3,3,170,3,low,F,7,5427
6581,C,Flight,6,5,305,4,medium,M,10,1418
2113,D,Ship,4,2,183,3,low,M,5,3716
9104,F,Ship,5,3,253,5,low,M,6,1028
6666,F,Ship,4,5,157,3,medium,M,2,5791
3645,A,Ship,4,5,171,4,medium,F,4,4151
1652,F,Flight,4,1,167,3,low,F,57,1782
5383,D,Ship,3,3,166,2,medium,M,4,4254
7406,F,Flight,5,3,225,5,low,F,6,1082
2530,B,Ship,2,1,255,3,low,M,19,1551
9469,D,Flight,4,4,156,2,medium,F,7,5938
7889,C,Ship,3,1,212,6,low,M,5,5339
8194,B,Road,4,2,189,2,medium,M,5,4374
1366,B,Flight,3,1,167,3,low,M,1,1252
7256,F,Road,4,1,152,2,high,M,2,5396
2227,D,Ship,4,3,180,4,low,M,14,1686
5740,B,Road,4,5,164,3,high,M,7,4657
9473,C,Ship,4,1,141,3,low,F,6,5273
4158,F,Ship,3,1,243,2,medium,M,10,5460
10585,D,Ship,5,5,187,3,medium,F,5,4613
1441,D,Ship,3,2,273,3,low,M,41,3464
9383,C,Ship,3,5,144,3,medium,F,9,5912
8659,D,Ship,6,1,281,4,medium,M,2,1592
3677,C,Road,4,2,273,5,low,F,1,5012
9647,C,Ship,3,5,198,4,low,F,10,4829
7588,B,Ship,4,1,201,6,medium,F,8,5529
2333,C,Flight,3,2,181,4,low,F,18,3696
3688,B,Road,4,1,238,3,low,M,4,5449
6238,B,Ship,3,3,238,2,medium,F,4,4206
10129,D,Road,5,2,130,4,high,M,4,4371
3747,A,Ship,2,2,180,2,high,M,1,4407
10068,F,Ship,4,4,259,2,low,M,6,4308
6291,A,Road,5,5,298,4,low,M,8,1631
1904,F,Road,2,1,296,5,medium,M,29,1648
336,F,Ship,3,1,194,4,low,M,64,2026
724,B,Ship,5,4,140,3,high,F,56,1332
4268,F,Ship,4,1,169,4,low,F,10,4245
2130,F,Ship,4,4,165,5,low,M,21,1727
2563,D,Ship,4,3,191,3,high,F,45,3714
5200,B,Road,5,4,249,3,high,F,2,4397
3920,F,Ship,4,1,260,2,low,F,1,5001
9019,D,Road,3,4,185,4,medium,F,6,5322
5217,A,Flight,6,2,293,5,low,M,2,1494
3819,A,Road,4,3,247,10,high,M,10,5882
9217,D,Ship,4,4,270,3,low,F,4,5888
268,B,Road,4,1,258,3,medium,M,36,2211
6738,F,Ship,6,3,245,5,medium,F,8,5678
6625,D,Ship,3,2,263,3,low,F,3,5303
5789,C,Ship,5,3,220,6,medium,F,6,1830
8715,A,Ship,3,5,222,4,medium,F,9,4247
5371,D,Ship,4,1,158,3,medium,M,5,5782
598,B,Ship,3,4,134,3,medium,F,31,1540
9823,D,Ship,3,3,149,4,low,F,2,5282
5432,F,Ship,4,4,261,3,high,M,9,5515
2388,F,Ship,4,4,233,3,medium,F,14,2522
8589,A,Ship,5,1,211,3,low,M,7,5594
10838,F,Flight,3,4,212,2,low,M,7,4742
9854,F,Road,4,3,250,6,medium,M,2,4246
5780,F,Ship,6,3,272,4,low,M,5,1355
3514,B,Ship,3,2,262,4,low,M,1,4745
6276,F,Road,7,5,133,5,low,F,3,1544
5003,C,Ship,4,2,261,3,high,M,1,4931
4876,B,Ship,4,5,234,3,medium,F,3,5142
1264,B,Ship,5,4,184,3,low,M,9,3332
10899,A,Ship,4,1,222,2,high,M,3,5665
307,D,Ship,3,1,243,4,high,M,59,3838
2364,F,Ship,5,5,141,2,medium,M,14,1114
2589,A,Road,3,1,197,2,low,M,4,3621
10289,C,Flight,4,5,260,3,low,M,10,4331
6551,C,Road,5,5,244,5,low,M,5,1787
6973,D,Road,3,4,150,3,low,F,5,4950
4106,F,Flight,3,2,273,3,medium,F,2,4948
3930,F,Ship,4,4,181,4,low,M,4,5767
959,C,Flight,4,1,161,2,high,F,21,1075
324,F,Ship,3,1,192,2,low,M,33,2818
154,B,Flight,3,3,183,2,low,M,53,3932
2409,A,Ship,2,4,136,6,medium,M,58,1479
3220,B,Ship,5,3,212,2,low,F,7,5219
5295,A,Ship,5,3,229,2,medium,M,10,5149
4811,C,Flight,6,4,243,4,low,M,9,1353
2446,B,Road,4,3,216,3,medium,M,35,2567
10162,B,Ship,3,4,174,2,low,M,7,4596
249,A,Road,2,2,134,3,low,F,38,1530
1351,D,Road,4,1,202,3,high,M,59,2563
992,F,Ship,3,5,140,3,low,F,30,1035
1155,A,Ship,4,5,143,8,low,M,44,1756
8992,B,Ship,3,4,236,4,high,F,9,4744
4972,B,Ship,2,5,259,3,low,M,3,4770
8187,A,Ship,4,2,156,4,medium,F,2,5795
579,A,Ship,3,2,173,3,low,F,15,1992
2979,A,Ship,4,5,202,3,low,F,38,2651
7930,B,Road,4,4,97,6,low,M,4,5801
6140,F,Road,4,5,222,3,medium,F,7,5844
8828,F,Ship,4,3,246,5,low,M,7,1134
8784,F,Flight,4,5,229,4,medium,F,6,4157
8262,F,Ship,4,2,237,5,low,M,6,1734
562,B,Flight,2,5,157,6,high,F,17,1764
5140,B,Ship,3,4,222,6,medium,F,10,4579
937,D,Road,3,2,250,3,low,F,49,3798
1324,B,Ship,5,1,225,2,medium,M,31,3454
5916,F,Ship,5,5,185,3,low,M,5,4520
1199,C,Ship,4,2,158,4,low,F,13,1785
6333,A,Ship,2,2,199,3,low,M,1,4697
5473,D,Road,4,1,241,3,low,M,4,4493
575,C,Ship,4,2,276,2,low,M,54,3706
